term1;term2;sentence;is_cause;is_treat;source;prp_sent;sdp;sdp_joined
persea americana;wilting;glasshouse pathogenicity tests with 'reed' avocado (persea americana) seedlings confirmed that calonectria ilicicola is a severe pathogen of avocado, causing stunting, wilting, and seedling death within 5 weeks of inoculation.;0;0;FoodDisease;glasshouse pathogenicity tests with 'reed' avocado (term1) seedlings confirmed that calonectria ilicicola is a severe pathogen of avocado, causing stunting, term2, and seedling death within 5 weeks of inoculation.;['term1', 'seedling', 'confirm', 'be', 'cause', 'stunt', 'term2'];term1 seedling confirm be cause stunt term2
apple juice;asthma;intake of beverages with excess free fructose (eff), including apple juice, and hfcs sweetened fruit drinks and soft drinks, has been associated with asthma in children.;1;0;FoodDisease;intake of beverages with excess free fructose (eff), including term1, and hfcs sweetened fruit drinks and soft drinks, has been associated with term2 in children.;['term1', 'include', 'fructose', 'with', 'term2'];term1 include fructose with term2
coffee;pd;however, some evidence exists regarding a potential protective effect of uric acid, poly-unsaturated fatty acids, coffee, and tea but mainly in men, whereas dairy products, particularly milk, might increase pd risk through contaminant mediated effect.;0;1;FoodDisease;however, some evidence exists regarding a potential protective effect of uric acid, poly-unsaturated fatty acids, term1, and tea but mainly in men, whereas dairy products, particularly milk, might increase term2 risk through contaminant mediated effect.;['term1', 'acid', ',', 'exist', 'increase', 'risk', 'term2'];term1 acid , exist increase risk term2
folic acid fortification;neural tube defects;there is no doubt that folic acid fortification can be effective for reducing the incidence of neural tube defects.;0;1;FoodDisease;there is no doubt that term1 can be effective for reducing the incidence of term2.;['term1', 'be', 'effective', 'for', 'reduce', 'incidence', 'of', 'term2'];term1 be effective for reduce incidence of term2
AUTISM;TANTRUM;The limited data suggest that, in children with mental retardation, AUTISM is associated with aggression, destruction of property, and TANTRUMs.;1;0;CrowdTruth;The limited data suggest that, in children with mental retardation, term1 is associated with aggression, destruction of property, and term2s.;['term1', 'associate', ',', 'destruction', 'term2'];term1 associate , destruction term2
CEREBELLAR ATAXIA;DYSFUNCTION OF THE CEREBELLUM;The term CEREBELLAR ATAXIA is employed to indicate ataxia that is due to DYSFUNCTION OF THE CEREBELLUM;1;0;CrowdTruth;The term term1 is employed to indicate ataxia that is due to term2;['term1', 'employ', 'indicate', 'to', 'term2'];term1 employ indicate to term2
CEREBELLAR DEGENERATION;CHRONIC ETHANOL ABUSE;Non hereditary causes of cerebellar degeneration include CHRONIC ETHANOL ABUSE, paraneoplastic CEREBELLAR DEGENERATION, high altitude cerebral oedema, coeliac disease, normal pressure hydrocephalus and cerebellitis.;1;0;CrowdTruth;Non hereditary causes of cerebellar degeneration include term2, paraneoplastic term1, high altitude cerebral oedema, coeliac disease, normal pressure hydrocephalus and cerebellitis.;['term1', 'term2'];term1 term2
CONSTANT JOINT PAIN;LUPUS;Other features of LUPUS include a skin rash, extreme photosensitivity, hair loss, kidney problems, emotiol lability, lung fibrosis and CONSTANT JOINT PAIN;1;0;CrowdTruth;Other features of term2 include a skin rash, extreme photosensitivity, hair loss, kidney problems, emotiol lability, lung fibrosis and term1;['term1', 'fibrosis', 'lability', ',', 'rash', 'include', 'feature', 'of', 'term2'];term1 fibrosis lability , rash include feature of term2
OBESITY;ARTHRITIS;Many individuals who have ARTHRITIS also suffer from OBESITY, high cholesterol or have heart disease.;1;0;CrowdTruth;Many individuals who have term2 also suffer from term1, high cholesterol or have heart disease.;['term1', 'from', 'suffer', 'have', 'term2'];term1 from suffer have term2
APHASIA;DYSPHASIA;Traditiolly, APHASIA suggests the total impairment of language ability, and DYSPHASIA a degree of impairment less than total.;1;0;CrowdTruth;Traditiolly, term1 suggests the total impairment of language ability, and term2 a degree of impairment less than total.;['term1', 'suggest', 'term2'];term1 suggest term2
SCHIZOPHRENIA;TOURETTE SYNDROME;Its main usefulness is the treatment of hyperkinetic movement disorders such as Huntington's disease and TOURETTE SYNDROME, rather than for conditions such as SCHIZOPHRENIA.;1;0;CrowdTruth;Its main usefulness is the treatment of hyperkinetic movement disorders such as Huntington's disease and term2, rather than for conditions such as term1.;['term1', 'as', 'disease', 'term2'];term1 as disease term2
PSYCHOSIS;SCHIZOPHRENIA;PSYCHOSIS, confusion, and organic brain syndrome may be caused by alcohol misuse, which can lead to a misdiagnosis such as SCHIZOPHRENIA.;1;0;CrowdTruth;term1, confusion, and organic brain syndrome may be caused by alcohol misuse, which can lead to a misdiagnosis such as term2.;['term1', ',', 'misuse', 'lead', 'to', 'misdiagnosis', 'as', 'term2'];term1 , misuse lead to misdiagnosis as term2
PERIPHERAL VASCULAR DISEASE;DIABETES;The Circulator Boot is also effective in patients of DIABETES and arteriosclerosis, and in limb ulcers caused by PERIPHERAL VASCULAR DISEASE.;1;0;CrowdTruth;The Circulator Boot is also effective in patients of term2 and arteriosclerosis, and in limb ulcers caused by term1.;['term1', 'by', 'cause', 'ulcer', 'in', 'patient', 'of', 'term2'];term1 by cause ulcer in patient of term2
BACTERIAL VAGINOSIS;VAGIL INFECTION;BACTERIAL VAGINOSIS is the most common cause of VAGIL INFECTION;1;0;CrowdTruth;term1 is the most common cause of term2;['term1', 'be', 'cause', 'of', 'term2'];term1 be cause of term2
TRICHOMONIASIS;TRICHOMOS VAGILIS;TRICHOMONIASIS, an infection caused by TRICHOMOS VAGILIS.;1;0;CrowdTruth;term1, an infection caused by term2.;['term1', 'infection', 'cause', 'by', 'term2'];term1 infection cause by term2
DEMENTIA;BENZODIAZEPINE DEPENDENCE;The long-term effects of benzodiazepines and BENZODIAZEPINE DEPENDENCE in the elderly can resemble DEMENTIA, depression or anxiety syndromes and progressively worsens over time.;1;0;CrowdTruth;The long-term effects of benzodiazepines and term2 in the elderly can resemble term1, depression or anxiety syndromes and progressively worsens over time.;['term1', 'resemble', 'and', 'benzodiazepine', 'term2'];term1 resemble and benzodiazepine term2
INCUBATION PERIODS;KURU;These researchers noticed a genetic variation in some KURU patients that has been known to promote long INCUBATION PERIODS.;1;0;CrowdTruth;These researchers noticed a genetic variation in some term2 patients that has been known to promote long term1.;['term1', 'promote', 'know', 'patient', 'term2'];term1 promote know patient term2
PYELONEPHRITIS;INHALATION ANTHRAX;As such the pediatric use of ciprofloxacin is restricted to proven complicated uriry tract infections and PYELONEPHRITIS due to E. coli and INHALATION ANTHRAX.;1;0;CrowdTruth;As such the pediatric use of ciprofloxacin is restricted to proven complicated uriry tract infections and term1 due to E. coli and term2.;['term1', 'infection', 'and', 'coli', 'term2'];term1 infection and coli term2
PYELONEPHRITIS;ESCHERICHIA COLI;Complicated uriry tract infections and PYELONEPHRITIS due to ESCHERICHIA COLI.;1;0;CrowdTruth;Complicated uriry tract infections and term1 due to term2.;['term1', 'infection', 'due', 'term2'];term1 infection due term2
HIV;CHLAMYDIA;Women infected with CHLAMYDIA are up to five times more likely to become infected with HIV, if exposed.;1;0;CrowdTruth;Women infected with term2 are up to five times more likely to become infected with term1, if exposed.;['term1', 'with', 'term2'];term1 with term2
ITCHING;INFECTION OF THE VAGI OR VULVA;INFECTION OF THE VAGI OR VULVA may cause severe ITCHING burning, soreness, irritation, and a whitish or whitish gray cottage cheese like discharge, often with a curd like appearance.;1;0;CrowdTruth;term2 may cause severe term1 burning, soreness, irritation, and a whitish or whitish gray cottage cheese like discharge, often with a curd like appearance.;['term1', 'burning', 'cause', 'term2'];term1 burning cause term2
BLUE LIGHT;PROTANOPE;E.g., pink flowers, reflecting both red light and BLUE LIGHT may appear just blue to the PROTANOPE;1;0;CrowdTruth;E.g., pink flowers, reflecting both red light and term1 may appear just blue to the term2;['term1', 'light', 'reflect', 'flower', 'appear', 'blue', 'to', 'term2'];term1 light reflect flower appear blue to term2
EPIDEMIC;CHOLERA;The EPIDEMIC of CHOLERA that spread with the Austro Prussian War is estimated to have claimed 165,000 lives in the Austrian Empire.;1;0;CrowdTruth;The term1 of term2 that spread with the Austro Prussian War is estimated to have claimed 165,000 lives in the Austrian Empire.;['term1', 'of', 'term2'];term1 of term2
